ID_CNT_CONTRATO,NUMEROCONTRATO,PRECIOCONTRATO,FECHACONCERTACION,FECHAENTREGADESDE,FECHAENTREGAHASTA,tipoContrato_DESCRIPCION,OPERADORCOMERCIAL,MONEDA,ESTADOCONTRATO,CLIENTE_RAZONSOCIAL_CABECERA,PRODUCTO,PROVEEDOR_RAZONSOCIAL_CABECERA,CANTIDAD,CANTIDADORIGINAL,CANTIDADENTREGADA,CANTIDADLIQUIDADA,LUGARENTREGA,ZC,LOCALIDAD_LUGARENTREGA,PROVINCIA_LUGARENTREGA,NEGOCIO,MOTIVOOPERACION,COSECHA
309817,,195.0,2025-09-15,2025-09-15,2025-10-15,Precio Fijo,mnunez,Dolares,TERMINADO,RUPAY AGRO S.A.,TRIGO PAN,ARGENCER S.A.,60.0,60.0,60.0,60.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,24/25
309870,,255000.0,2025-09-15,2025-09-15,2025-10-15,Precio Fijo,mnunez,Pesos Argentinos,TERMINADO,NVD PARTICIPACIONES S.A.,MAIZ,NEGOCIOS DE GRANOS S.A.,90.0,90.0,90.0,90.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,24/25
309840,,195.0,2025-09-15,2025-09-15,2025-10-15,Precio Fijo,mlujan,Dolares,ENTREGADO,SANTA SYLVINA S.A.,TRIGO PAN,CORAGRO S.A.,30.0,30.0,30.0,30.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,24/25
308526,,201.0,2025-09-08,2025-09-08,2025-10-08,Precio Fijo,jveiga,Dolares,ENTREGADO,ENRIQUE M. BAYA CASAL S.A.,TRIGO PAN,MBC CORREDORA DE CEREALES SRL,750.0,750.0,750.0,750.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,24/25
19544,,5500.0,2019-03-14,2019-03-14,2019-04-14,Precio Fijo,mlujan,Pesos Argentinos,TERMINADO,LANDETA CEREALES SRL,MAIZ,WALTER PONCIO Y CIA. SA,146.366,150.0,146.366,146.366,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,18/19
309842,,255000.0,2025-09-15,2025-09-15,2025-10-15,Precio Fijo,mnunez,Pesos Argentinos,TERMINADO,NVD PARTICIPACIONES S.A.,MAIZ,NEGOCIOS DE GRANOS S.A.,90.0,90.0,90.0,90.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,24/25
310167,,260000.0,2025-09-16,2025-09-16,2025-10-16,Precio Fijo,dmarini,Pesos Argentinos,ENTREGADO,LEDAL S.A.,MAIZ,ENRIQUE R. ZENI Y CIA. S.A.,213.175,200.0,213.175,213.175,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,24/25
19552,,137.0,2019-03-14,2019-03-14,2019-04-13,Precio Fijo,smonteoliva,Dolares,TERMINADO,AGRONEXO COOP. AGR.GAN DE LARTIGAU Y TORNQ LT,CEBADA FORRAJERA,ASOC.DE COOP.ARGENTINAS COOP.LTDA,357.52,360.0,357.52,357.52,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
307234,,202.0,2025-09-01,2025-09-01,2025-10-01,Precio Fijo,dmanzor,Dolares,CONFIRMADO,ALEA Y CIA. S.A.,TRIGO PAN,,90.0,90.0,30.64,30.64,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,24/25
23596,,6000.0,2019-05-08,2019-05-08,2019-05-31,Precio Fijo,mlujan,Pesos Argentinos,TERMINADO,BORSINI S.A.,MAIZ,AGROINVERSIONES PAMPEANAS S.A,330.0,330.0,330.0,330.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,18/19
307714,,,2025-09-03,2025-09-03,2025-10-03,Precio a Fijar,dmarini,Dolares,ENTREGADO,CEREALES Y NEGOCIOS NECOCHEA S.A.,TRIGO PAN,,360.0,360.0,357.46,25.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,24/25
306408,,274000.0,2025-08-26,2025-08-26,2025-09-25,Precio Fijo,jveiga,Pesos Argentinos,ENTREGADO,COOP AGR.GANAD.Y DE CONS.FREYRE LDA,TRIGO PAN,ASOC.DE COOP.ARGENTINAS COOP.LTDA,60.0,60.0,60.0,60.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,24/25
313142,,549.0,2025-09-29,2025-09-29,2025-10-29,Precio Fijo,egonzalez,Dolares,CONFIRMADO,AGROCULTIVOS DEL SUR SS DE DANIEL M MANFRA Y DIEGO M ALBARRACIN,UREA GRANULADA,,210.0,210.0,30.86,30.86,SEA WHITE,BAHIA BLANCA,BAHIA BLANCA,Buenos Aires,Agro Insumos,Venta,25/26
18507,,140.0,2019-02-27,2019-02-27,2019-03-29,Precio Fijo,smonteoliva,Dolares,TERMINADO,PELAYO AGRONOMIA S.A.,CEBADA FORRAJERA,INTAGRO S.A.,87.0,90.0,87.0,87.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
21516,,180.0,2019-04-08,2019-04-08,2019-05-08,Precio Fijo,smonteoliva,Dolares,TERMINADO,MORALES JOSE AGAPITO,TRIGO PAN,"ALDACOUR, DI MEGLIO S.A.",59.84,60.0,59.84,59.84,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
308797,,185.0,2025-09-09,2025-11-01,2025-11-30,Precio Fijo,jveiga,Dolares,CONFIRMADO,PUESTO DEL TREBOL S.A.,TRIGO PAN,MARCHISIO FERNANDEZ SRL,60.0,60.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,25/26
17624,,160.0,2019-02-13,2019-02-13,2019-03-15,Precio Fijo,msanchez1,Dolares,TERMINADO,EL REFUGIO S.C.A.,CEBADA FORRAJERA,ARGENCER S.A.,29.14,30.0,29.14,29.14,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,18/19
310075,,173.0,2025-09-16,2025-10-01,2025-10-31,Precio Fijo,parrigone,Dolares,CONFIRMADO,AGROGENERALES SA,MAIZ,GRANAR S.A.,60.0,60.0,0.0,60.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,24/25
307950,,292.05,2025-09-04,2025-09-04,2025-10-04,Precio Fijo,eaprile,Dolares,ENTREGADO,GANAGRIN S.A.,SOJA,,60.0,60.0,60.0,0.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Operac Primarias,Compra,24/25
307007,,610.0,2025-08-29,2025-08-29,2025-10-29,Precio Fijo,mcomba,Dolares,CONFIRMADO,AST AGRO S.A.,UREA GRANULADA,,17.0,17.0,14.5,17.0,PROFERTIL - PGSM,UP RIVER,PUERTO GENERAL SAN MARTIN,Santa Fe,Agro Insumos,Venta,25/26
308782,,343.27,2025-09-09,2025-09-09,2025-10-09,Precio Fijo,amontali,Dolares,CONFIRMADO,ALFREDO S. MONDINO CEREALES SRL,GIRASOL,,60.0,60.0,57.02,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Operac Primarias,Compra,24/25
306204,,237000.0,2025-08-26,2025-08-26,2025-09-25,Precio Fijo,parrigone,Pesos Argentinos,ENTREGADO,ATTEMA FEDERICO GUILLERMO,MAIZ,GRANAR S.A.,400.0,400.0,400.0,400.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,24/25
306890,,680.0,2025-08-29,2025-08-29,2025-09-28,Precio Fijo,jrossello,Dolares,ENTREGADO,AGROCULTIVOS DEL SUR SS DE DANIEL M MANFRA Y DIEGO M ALBARRACIN,MEZCLA 60% MAP - 40% SPS,,28.1,28.1,28.1,28.1,SEA WHITE,BAHIA BLANCA,BAHIA BLANCA,Buenos Aires,Agro Insumos,Venta,24/25
307936,,195.0,2025-09-04,2025-09-04,2025-10-04,Precio Fijo,mnunez,Dolares,ENTREGADO,ARGENTRADING S.A.,TRIGO PAN,INTAGRO S.A.,1000.0,1000.0,1000.0,1000.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,24/25
19540,,5500.0,2019-03-14,2019-03-14,2019-03-22,Precio Fijo,mlujan,Pesos Argentinos,TERMINADO,TABARES ITALO AMERICO,MAIZ,BARRILLI S.A.,29.784,30.0,29.784,29.784,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,17/18
17572,,192.0,2019-02-12,2019-02-12,2019-03-14,Precio Fijo,parrigone,Dolares,TERMINADO,NEHUEN CEREALES S.A.,TRIGO PAN,CORTINA-BERUATTO S.A.,480.9,500.0,480.9,480.9,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
309049,,176.75,2025-09-10,2025-09-10,2025-10-10,Precio Fijo,dpirola,Dolares,TERMINADO,LOPEZ Y RAMOS SRL,MAIZ,,123.12,120.0,123.12,123.12,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,24/25
307859,,605.0,2025-09-03,2025-09-03,2025-10-03,Precio Fijo,mcomba,Dolares,ENTREGADO,AGROSERVICIOS LOLO S.A.S.,UREA GRANULADA,,59.04,60.0,59.04,59.04,SPRAYERS S A,NECOCHEA,QUEQUEN,Buenos Aires,Agro Insumos,Venta,25/26
309943,,297.0,2025-09-15,2026-04-01,2026-05-01,Precio Fijo,edibaggio,Dolares,CANCELADO,GARFIN AGRO S.A.,SOJA 2 BS,,500.0,500.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Operac Primarias,Compra,25/26
306087,,203.0,2025-08-26,2025-08-26,2025-09-25,Precio Fijo,jveiga,Dolares,CONFIRMADO,ROAGRO NEGOCIOS S. A.,TRIGO PAN,ROAGRO SA,723.0,723.0,143.125,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,24/25
310257,,265000.0,2025-09-17,2025-09-17,2025-10-17,Precio Fijo,dmanzor,Pesos Argentinos,TERMINADO,ROAGRO NEGOCIOS S. A.,MAIZ,ROAGRO SA,1001.416,1000.0,1001.416,1001.416,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,24/25
307219,,704.19,2025-09-01,2025-09-01,2025-10-01,Precio Fijo,msiro,Dolares,ANULADO,SUMIDAS JV SOCIEDAD ANONIMA,MEZCLA 60% MAP - 40% SPS,,140.0,140.0,0.0,0.0,MOVIPORT,UP RIVER,SAN NICOLAS,Buenos Aires,Agro Insumos,Venta,24/25
311270,,195.0,2025-09-23,2025-11-01,2025-12-01,Precio Fijo,mlujan,Dolares,CONFIRMADO,SANCHEZ MARIO ALBERTO Y SANCHEZ JOSE DAV,TRIGO PAN,AGROBROKERS SRL,150.0,150.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,25/26
309905,,260075.0,2025-09-15,2025-09-15,2025-10-15,Precio Fijo,mlanese,Pesos Argentinos,ENTREGADO,LA CLEMENTINA S.A.,MAIZ,,6.328,6.328,6.328,6.328,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,24/25
310093,,253000.0,2025-09-16,2025-10-01,2025-10-31,Precio Fijo,dmarini,Pesos Argentinos,CONFIRMADO,AGRO SARMIENTO SA,MAIZ,ENRIQUE R. ZENI Y CIA. S.A.,300.0,300.0,0.0,300.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,24/25
311114,,657.0,2025-08-14,2025-09-23,2025-12-30,Precio Fijo,rtobaldi,Dolares,CONFIRMADO,LERDA DIEGO RINALDO,MEZCLA 80% UG - 20% MAP,,105.0,105.0,0.0,105.0,MOVIPORT,UP RIVER,SAN NICOLAS,Buenos Aires,Agro Insumos,Venta,25/26
21543,,180.0,2019-04-08,2019-04-08,2019-05-08,Precio Fijo,dpirola,Dolares,TERMINADO,COOP. AGRIC. GAN. LTDA. DE ESPARTILLAR,TRIGO PAN,KIMEI CEREALES S.A.,25.88,30.0,25.88,25.88,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
310043,,177.0,2025-09-16,2026-07-15,2026-08-15,Precio Fijo,parrigone,Dolares,CONFIRMADO,EXPOGRANOS S.A.,MAIZ,DIAZ RIGANTI CEREALES SA,5000.0,5000.0,0.0,0.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,25/26
310216,,187.0,2025-09-17,2025-11-01,2025-11-30,Precio Fijo,jveiga,Dolares,CONFIRMADO,SALVADOR JOSE PUIGPINOS SA,TRIGO PAN,MARCHISIO FERNANDEZ SRL,150.0,150.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,25/26
306717,,201.0,2025-08-28,2025-08-28,2025-09-27,Precio Fijo,dpirola,Dolares,TERMINADO,GUANACO HUE S.A.,TRIGO PAN,CORRETAJE BAHIA S.A.,375.081,360.0,375.081,375.081,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,24/25
311410,,199.98,2025-09-23,2026-01-01,2026-01-31,Precio Fijo,dmanzor,Dolares,CONFIRMADO,LOPEZ Y RAMOS SRL,TRIGO PAN,,180.0,180.0,0.0,0.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,25/26
312013,,196.95,2025-09-24,2025-12-01,2025-12-31,Precio Fijo,dmarini,Dolares,CONFIRMADO,AMAGGI ARGENTINA SA,CEBADA FORRAJERA,,300.0,300.0,0.0,0.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,25/26
21524,,180.0,2019-04-08,2019-04-08,2019-05-08,Precio Fijo,dpirola,Dolares,TERMINADO,RAUL JOSE BATET SRL,TRIGO PAN,ENRIQUE R. ZENI Y CIA. S.A.,82.32,90.0,82.32,82.32,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
18652,,180.0,2019-03-01,2019-03-01,2019-03-31,Precio Fijo,dmanzor,Dolares,TERMINADO,COOP. AGROP. DE URDAMPILLETA LTDA.,TRIGO PAN,GRASSI S.A.,60.54,60.0,60.54,60.54,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
21547,,180.0,2019-04-08,2019-04-08,2019-05-08,Precio Fijo,parrigone,Dolares,TERMINADO,BAYER S.A.,TRIGO PAN,DIAZ RIGANTI CEREALES SA,55.81,60.0,55.81,55.81,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
308334,,203.01,2025-09-05,2025-09-05,2025-10-05,Precio Fijo,parrigone,Dolares,CONFIRMADO,ALEA Y CIA. S.A.,TRIGO PAN,,200.0,200.0,0.0,0.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,24/25
310042,,,2025-09-16,2025-09-16,2025-10-16,Precio a Fijar,garribas,Dolares,ENTREGADO,TIMOTEO BALBIN S.A.,SOJA,,30.0,30.0,30.0,30.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Operac Primarias,Compra,24/25
21512,,180.0,2019-04-08,2019-04-08,2019-05-08,Precio Fijo,dpirola,Dolares,TERMINADO,UNIGRAN SA,TRIGO PAN,ENRIQUE R. ZENI Y CIA. S.A.,92.78,90.0,92.78,92.78,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
19541,,175.0,2019-03-14,2019-03-14,2019-04-13,Precio Fijo,mgasparini,Dolares,TERMINADO,ROBERTO J. VAZQUEZ,TRIGO PAN,GRANAR S.A.,31.98,30.0,31.98,31.98,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
21022,,5750.0,2019-04-04,2019-04-04,2019-05-04,Precio Fijo,jveiga,Pesos Argentinos,TERMINADO,BAILLERES COMERCIAL S.A.,MAIZ,CENTRO CORREDORA SA,490.311,500.0,490.311,490.311,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,18/19
21497,,135.0,2019-04-08,2019-04-08,2019-05-08,Precio Fijo,mlujan,Dolares,TERMINADO,LA CAROLINA AGROP. S.R.L.,MAIZ,AGROMAR S.R.L.,59.973,60.0,59.973,59.973,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,18/19
311395,,194.93,2025-09-23,2025-11-01,2025-11-30,Precio Fijo,jveiga,Dolares,CONFIRMADO,RIBOLDI S.A.,TRIGO PAN,,305.0,305.0,0.0,0.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,25/26
309825,,,2025-09-15,2025-09-15,2025-10-15,Precio a Fijar,spatroni,Dolares,ENTREGADO,ROSSO ANIBAL ANTONIO,MAIZ,,34.464,34.464,34.464,34.464,TERMINAL BAHIA BLANCA,BAHIA BLANCA,INGENIERO WHITE,Buenos Aires,Operac Primarias,Compra,24/25
19539,,5500.0,2019-03-14,2019-03-14,2019-03-22,Precio Fijo,mlujan,Pesos Argentinos,TERMINADO,SERVIGRAIN S.A.,MAIZ,BARRILLI S.A.,1000.0,1000.0,1000.0,1000.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,18/19
311481,,200.0,2025-09-23,2025-09-23,2025-10-23,Precio Fijo,dmarini,Dolares,ENTREGADO,RASA AGRO S.A.,TRIGO PAN,RECTA AGRO S.A.,30.72,30.72,30.72,30.72,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Cereales Expo,Compra,24/25
307409,,195.0,2025-09-02,2025-09-02,2025-10-02,Precio Fijo,dpirola,Dolares,ENTREGADO,ENRIQUE M. BAYA CASAL S.A.,TRIGO PAN,MBC CORREDORA DE CEREALES SRL,850.0,850.0,850.0,850.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,24/25
308720,,183.0,2025-09-09,2025-12-01,2025-12-31,Precio Fijo,mnunez,Dolares,CONFIRMADO,ARGENTRADING S.A.,TRIGO PAN,INTAGRO S.A.,1000.0,1000.0,0.0,0.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,25/26
21488,,180.0,2019-04-08,2019-04-08,2019-05-08,Precio Fijo,smonteoliva,Dolares,TERMINADO,ESTABLECIMIENTO LOS MANANTIALES SA,TRIGO PAN,"ALDACOUR, DI MEGLIO S.A.",146.94,150.0,146.94,146.94,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
311110,,657.0,2025-08-14,2025-09-23,2025-12-30,Precio Fijo,rtobaldi,Dolares,CONFIRMADO,LERDA DIEGO RINALDO,MEZCLA 80% UG - 20% MAP,,105.0,105.0,0.0,105.0,MOVIPORT,UP RIVER,SAN NICOLAS,Buenos Aires,Agro Insumos,Venta,25/26
310077,,185.0,2025-09-16,2025-09-16,2025-09-30,Precio Fijo,parrigone,Dolares,CONFIRMADO,EXPOGRANOS S.A.,CEBADA FORRAJERA,DIAZ RIGANTI CEREALES SA,90.0,90.0,0.0,0.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,24/25
306207,,170.0,2025-08-26,2025-08-26,2025-09-25,Precio Fijo,parrigone,Dolares,CONFIRMADO,PORFIRI CEREALES S.A.,MAIZ,MAROUN SA,60.0,60.0,0.0,0.0,TERMINAL QUEQUEN,NECOCHEA,QUEQUEN,Buenos Aires,Cereales Expo,Compra,24/25
21548,,180.0,2019-04-08,2019-04-08,2019-05-08,Precio Fijo,dpirola,Dolares,TERMINADO,OCAMPO HORACIO ALBERTO,TRIGO PAN,CORRETAJE BAHIA S.A.,61.06,60.0,61.06,61.06,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,18/19
20630,,55.0,2019-03-29,2019-03-29,2019-04-30,Precio Fijo,ccampoccia,Dolares,ENTREGADO,ADVANCED ORGANIC MATERIALS S.A.,GLICERINA CRUDA DE BIODIESEL,,247.64,100.0,247.64,247.64,RENOVA SAN LORENZO,UP RIVER,SAN LORENZO,Santa Fe,Biodiesel,Compra,19/20
19542,,250.0,2019-03-14,2019-11-01,2019-12-01,Precio Fijo,mlujan,Dolares,TERMINADO,ROAGRO NEGOCIOS S. A.,SOJA,ROAGRO SA,640.0,640.0,640.0,640.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Exportacion,Compra,18/19
21517,,141.53,2019-04-08,2019-04-08,2019-04-15,Precio Fijo,ccampoccia,Dolares,ENTREGADO,BOJAGRO SA,GLICERINA CRUDA DE BIODIESEL,HBI ARGENTINA S.A.,27.22,30.0,27.22,27.22,RENOVA SAN LORENZO,UP RIVER,SAN LORENZO,Santa Fe,Biodiesel,Compra,18/19
310100,,177.0,2025-09-16,2026-07-01,2026-07-31,Precio Fijo,mnunez,Dolares,CONFIRMADO,FYO ACOPIO S.A.,MAIZ,FUTUROS Y OPCIONES SA,2000.0,2000.0,0.0,0.0,VITERRA PTO.GALVAN BB (SITIO 2-3),BAHIA BLANCA,PUERTO GALVAN,Buenos Aires,Cereales Expo,Compra,25/26
308519,,,2025-09-08,2025-09-08,2025-10-08,Precio a Fijar,cmoreno,Dolares,ENTREGADO,ADELCAR S A,SOJA,,285.439,285.439,285.439,100.0,RENOVA TIMBUES,UP RIVER,TIMBUES JOSE MARIA,Santa Fe,Operac Primarias,Compra,24/25
